store_id,sku_id,total_demand,total_fulfilled,total_lost_units,lost_revenue,unit_price,citywide_demand,demand_share,citywide_budget,recommended_allocation,current_allocation,allocation_delta,new_lost_units,recovered_units,recovered_revenue,sku_name,category
LKO10,SKU018,135,135,0,0,40,2555,0.05283757338551859,2555,135.0,135,0.0,0.0,0.0,0.0,Birthday Candles Pack,General
LKO10,SKU003,1005,930,75,3600,48,20626,0.048724910307379035,11559,563.0,930,-367.0,442.0,0.0,0.0,Brown Eggs (6 pcs),Dairy
LKO10,SKU004,2109,968,1141,25102,22,44163,0.04775490795462265,11593,554.0,968,-414.0,1555.0,0.0,0.0,Tomato 500g,Fruits & Veg
LKO10,SKU005,1748,976,772,27020,35,38816,0.04503297609233306,11694,527.0,976,-449.0,1221.0,0.0,0.0,Onion 1kg,Fruits & Veg
LKO10,SKU006,1449,1021,428,19260,45,30812,0.04702713228612229,11412,537.0,1021,-484.0,912.0,0.0,0.0,Banana Dozen,Fruits & Veg
LKO11,SKU004,2049,992,1057,23254,22,44163,0.04639630459887236,11593,538.0,992,-454.0,1511.0,0.0,0.0,Tomato 500g,Fruits & Veg
LKO11,SKU003,992,942,50,2400,48,20626,0.0480946378357413,11559,556.0,942,-386.0,436.0,0.0,0.0,Brown Eggs (6 pcs),Dairy
LKO11,SKU002,808,808,0,0,58,18068,0.04471994686738986,10881,487.0,808,-321.0,321.0,0.0,0.0,Amul Butter 100g,Dairy
LKO11,SKU001,2164,974,1190,32130,27,46616,0.046421829414793205,11621,539.0,974,-435.0,1625.0,0.0,0.0,Amul Toned Milk 500ml,Dairy
LKO11,SKU005,1766,979,787,27545,35,38816,0.0454967023907667,11694,532.0,979,-447.0,1234.0,0.0,0.0,Onion 1kg,Fruits & Veg
LKO11,SKU006,1490,984,506,22770,45,30812,0.04835778268207192,11412,552.0,984,-432.0,938.0,0.0,0.0,Banana Dozen,Fruits & Veg
LKO11,SKU007,1267,937,330,6600,20,28654,0.044217212256578486,11404,504.0,937,-433.0,763.0,0.0,0.0,Lays Classic 52g,Snacks
LKO11,SKU008,1568,938,630,8820,14,33954,0.04618012605289509,11406,527.0,938,-411.0,1041.0,0.0,0.0,Maggi Noodles 70g,Snacks
LKO11,SKU013,437,437,0,0,130,9267,0.04715657710154311,8568,404.0,437,-33.0,33.0,0.0,0.0,Surf Excel 1kg,Household
LKO11,SKU014,369,369,0,0,55,7780,0.0474293059125964,7433,353.0,369,-16.0,16.0,0.0,0.0,Colgate Toothpaste 100g,Personal Care
LKO11,SKU015,300,300,0,0,65,6318,0.04748338081671415,6315,300.0,300,0.0,0.0,0.0,0.0,Dettol Handwash 200ml,Personal Care
LKO11,SKU016,66,66,0,0,1499,1564,0.04219948849104859,1564,66.0,66,0.0,0.0,0.0,0.0,boAt Earbuds,Electronics
LKO11,SKU009,732,732,0,0,30,15697,0.046633114607886855,10551,492.0,732,-240.0,240.0,0.0,0.0,Britannia Good Day 100g,Snacks
LKO11,SKU010,1080,900,180,7200,40,23390,0.046173578452330055,11311,522.0,900,-378.0,558.0,0.0,0.0,Coca-Cola 750ml,Beverages
LKO11,SKU011,456,456,0,0,110,10311,0.044224614489380275,9009,398.0,456,-58.0,58.0,0.0,0.0,Real Fruit Juice 1L,Beverages
LKO11,SKU012,1194,982,212,4240,20,26044,0.04584549224389495,11760,539.0,982,-443.0,655.0,0.0,0.0,Bisleri Water 1L,Beverages
LKO12,SKU002,1544,1032,512,29696,58,18068,0.08545494797431924,10881,930.0,1032,-102.0,614.0,0.0,0.0,Amul Butter 100g,Dairy
LKO12,SKU001,3730,1023,2707,73089,27,46616,0.08001544534065556,11621,930.0,1023,-93.0,2800.0,0.0,0.0,Amul Toned Milk 500ml,Dairy
LKO11,SKU018,116,116,0,0,40,2555,0.045401174168297455,2555,116.0,116,0.0,0.0,0.0,0.0,Birthday Candles Pack,General
LKO11,SKU017,195,195,0,0,299,4121,0.0473186119873817,4121,195.0,195,0.0,0.0,0.0,0.0,Phone Charging Cable,Electronics
LKO12,SKU006,2543,971,1572,70740,45,30812,0.08253277943658315,11412,942.0,971,-29.0,1601.0,0.0,0.0,Banana Dozen,Fruits & Veg
LKO12,SKU007,2352,1027,1325,26500,20,28654,0.08208278076359321,11404,936.0,1027,-91.0,1416.0,0.0,0.0,Lays Classic 52g,Snacks
LKO12,SKU009,1353,931,422,12660,30,15697,0.0861948142957253,10551,909.0,931,-22.0,444.0,0.0,0.0,Britannia Good Day 100g,Snacks
LKO12,SKU010,1896,931,965,38600,40,23390,0.08106028217186832,11311,917.0,931,-14.0,979.0,0.0,0.0,Coca-Cola 750ml,Beverages
LKO12,SKU011,856,856,0,0,110,10311,0.08301813597129279,9009,748.0,856,-108.0,108.0,0.0,0.0,Real Fruit Juice 1L,Beverages
LKO12,SKU012,2159,1079,1080,21600,20,26044,0.08289817232375979,11760,975.0,1079,-104.0,1184.0,0.0,0.0,Bisleri Water 1L,Beverages
LKO12,SKU013,783,779,4,520,130,9267,0.08449336354807381,8568,724.0,779,-55.0,59.0,0.0,0.0,Surf Excel 1kg,Household
LKO12,SKU014,613,613,0,0,55,7780,0.07879177377892031,7433,586.0,613,-27.0,27.0,0.0,0.0,Colgate Toothpaste 100g,Personal Care
LKO12,SKU015,485,485,0,0,65,6318,0.07676479898702121,6315,485.0,485,0.0,0.0,0.0,0.0,Dettol Handwash 200ml,Personal Care
LKO12,SKU016,119,119,0,0,1499,1564,0.07608695652173914,1564,119.0,119,0.0,0.0,0.0,0.0,boAt Earbuds,Electronics
LKO12,SKU017,304,304,0,0,299,4121,0.0737685027905848,4121,304.0,304,0.0,0.0,0.0,0.0,Phone Charging Cable,Electronics
LKO12,SKU018,228,228,0,0,40,2555,0.08923679060665363,2555,228.0,228,0.0,0.0,0.0,0.0,Birthday Candles Pack,General
