order_id,timestamp,store_id,sku_id,demand_qty,fulfilled_qty,lost_qty,stockout_flag,unit_price,revenue,lost_revenue
ORD0003116,2026-08-11 07:00:00,LKO01,SKU009,3,3,0,0,30,90,0
ORD0003117,2026-08-11 07:00:00,LKO01,SKU010,4,4,0,0,40,160,0
ORD0003118,2026-08-11 07:00:00,LKO01,SKU011,1,1,0,0,110,110,0
ORD0003119,2026-08-11 07:00:00,LKO01,SKU012,4,4,0,0,20,80,0
ORD0003120,2026-08-11 07:00:00,LKO01,SKU013,2,2,0,0,130,260,0
ORD0003121,2026-08-11 07:00:00,LKO01,SKU014,2,2,0,0,55,110,0
ORD0003122,2026-08-11 07:00:00,LKO01,SKU015,1,1,0,0,65,65,0
ORD0003123,2026-08-11 07:00:00,LKO01,SKU017,1,1,0,0,299,299,0
ORD0003124,2026-08-11 07:00:00,LKO01,SKU018,1,1,0,0,40,40,0
ORD0003125,2026-08-11 08:00:00,LKO01,SKU001,13,13,0,0,27,351,0
ORD0003126,2026-08-11 08:00:00,LKO01,SKU002,6,6,0,0,58,348,0
ORD0003127,2026-08-11 08:00:00,LKO01,SKU003,10,10,0,0,48,480,0
ORD0003128,2026-08-11 08:00:00,LKO01,SKU004,13,11,2,1,22,242,44
ORD0003129,2026-08-11 08:00:00,LKO01,SKU005,10,10,0,0,35,350,0
ORD0003130,2026-08-11 08:00:00,LKO01,SKU006,6,6,0,0,45,270,0
ORD0003131,2026-08-11 08:00:00,LKO01,SKU007,12,12,0,0,20,240,0
ORD0003132,2026-08-11 08:00:00,LKO01,SKU008,15,15,0,0,14,210,0
ORD0003133,2026-08-11 08:00:00,LKO01,SKU009,2,2,0,0,30,60,0
ORD0003134,2026-08-11 08:00:00,LKO01,SKU010,12,12,0,0,40,480,0
ORD0003135,2026-08-11 08:00:00,LKO01,SKU011,3,3,0,0,110,330,0
ORD0003136,2026-08-11 08:00:00,LKO01,SKU012,4,4,0,0,20,80,0
ORD0003137,2026-08-11 08:00:00,LKO01,SKU013,1,1,0,0,130,130,0
ORD0003138,2026-08-11 08:00:00,LKO01,SKU014,1,1,0,0,55,55,0
ORD0003139,2026-08-11 08:00:00,LKO01,SKU017,4,4,0,0,299,1196,0
ORD0003140,2026-08-11 09:00:00,LKO01,SKU001,5,5,0,0,27,135,0
ORD0003141,2026-08-11 09:00:00,LKO01,SKU002,9,9,0,0,58,522,0
ORD0003142,2026-08-11 09:00:00,LKO01,SKU003,10,10,0,0,48,480,0
ORD0003143,2026-08-11 09:00:00,LKO01,SKU004,11,0,11,1,22,0,242
ORD0003144,2026-08-11 09:00:00,LKO01,SKU005,7,7,0,0,35,245,0
ORD0003145,2026-08-11 09:00:00,LKO01,SKU006,11,7,4,1,45,315,180
ORD0003146,2026-08-11 09:00:00,LKO01,SKU007,10,2,8,1,20,40,160
ORD0003147,2026-08-11 09:00:00,LKO01,SKU008,10,9,1,1,14,126,14
ORD0003148,2026-08-11 09:00:00,LKO01,SKU009,7,7,0,0,30,210,0
ORD0003149,2026-08-11 09:00:00,LKO01,SKU010,4,4,0,0,40,160,0
ORD0003150,2026-08-11 09:00:00,LKO01,SKU011,2,2,0,0,110,220,0
ORD0003151,2026-08-11 09:00:00,LKO01,SKU012,8,8,0,0,20,160,0
ORD0003152,2026-08-11 09:00:00,LKO01,SKU013,5,5,0,0,130,650,0
ORD0003153,2026-08-11 09:00:00,LKO01,SKU014,2,2,0,0,55,110,0
ORD0003154,2026-08-11 09:00:00,LKO01,SKU015,3,3,0,0,65,195,0
ORD0003155,2026-08-11 09:00:00,LKO01,SKU017,1,1,0,0,299,299,0
ORD0003156,2026-08-11 09:00:00,LKO01,SKU018,2,2,0,0,40,80,0
ORD0003157,2026-08-11 10:00:00,LKO01,SKU001,9,3,6,1,27,81,162
ORD0003158,2026-08-11 10:00:00,LKO01,SKU002,5,5,0,0,58,290,0
ORD0003159,2026-08-11 10:00:00,LKO01,SKU003,5,5,0,0,48,240,0
ORD0003160,2026-08-11 10:00:00,LKO01,SKU004,11,0,11,1,22,0,242
ORD0003161,2026-08-11 10:00:00,LKO01,SKU005,4,4,0,0,35,140,0
ORD0003162,2026-08-11 10:00:00,LKO01,SKU006,4,0,4,1,45,0,180
ORD0003163,2026-08-11 10:00:00,LKO01,SKU007,7,0,7,1,20,0,140
ORD0003164,2026-08-11 10:00:00,LKO01,SKU008,7,0,7,1,14,0,98
ORD0003165,2026-08-11 10:00:00,LKO01,SKU009,2,2,0,0,30,60,0
ORD0003166,2026-08-11 10:00:00,LKO01,SKU010,1,1,0,0,40,40,0
ORD0003167,2026-08-11 10:00:00,LKO01,SKU011,2,2,0,0,110,220,0
ORD0003168,2026-08-11 10:00:00,LKO01,SKU012,2,2,0,0,20,40,0
ORD0003169,2026-08-11 10:00:00,LKO01,SKU013,3,3,0,0,130,390,0
ORD0003170,2026-08-11 10:00:00,LKO01,SKU014,4,4,0,0,55,220,0
ORD0003171,2026-08-11 10:00:00,LKO01,SKU015,1,1,0,0,65,65,0
ORD0003172,2026-08-11 10:00:00,LKO01,SKU016,1,1,0,0,1499,1499,0
ORD0003173,2026-08-11 10:00:00,LKO01,SKU017,1,1,0,0,299,299,0
ORD0003174,2026-08-11 11:00:00,LKO01,SKU001,8,0,8,1,27,0,216
ORD0003175,2026-08-11 11:00:00,LKO01,SKU002,2,2,0,0,58,116,0
ORD0003176,2026-08-11 11:00:00,LKO01,SKU004,6,0,6,1,22,0,132
ORD0003177,2026-08-11 11:00:00,LKO01,SKU005,9,9,0,0,35,315,0
ORD0003178,2026-08-11 11:00:00,LKO01,SKU006,5,0,5,1,45,0,225
ORD0003179,2026-08-11 11:00:00,LKO01,SKU007,3,0,3,1,20,0,60
ORD0003180,2026-08-11 11:00:00,LKO01,SKU008,9,0,9,1,14,0,126
ORD0003181,2026-08-11 11:00:00,LKO01,SKU010,8,2,6,1,40,80,240
ORD0003182,2026-08-11 11:00:00,LKO01,SKU011,1,1,0,0,110,110,0
ORD0003183,2026-08-11 11:00:00,LKO01,SKU012,1,1,0,0,20,20,0
ORD0003184,2026-08-11 11:00:00,LKO01,SKU013,3,3,0,0,130,390,0
ORD0003185,2026-08-11 11:00:00,LKO01,SKU014,1,1,0,0,55,55,0
ORD0003186,2026-08-11 12:00:00,LKO01,SKU001,13,0,13,1,27,0,351
ORD0003187,2026-08-11 12:00:00,LKO01,SKU002,4,4,0,0,58,232,0
ORD0003188,2026-08-11 12:00:00,LKO01,SKU003,5,0,5,1,48,0,240
ORD0003189,2026-08-11 12:00:00,LKO01,SKU004,5,0,5,1,22,0,110
ORD0003190,2026-08-11 12:00:00,LKO01,SKU005,6,0,6,1,35,0,210
ORD0003191,2026-08-11 12:00:00,LKO01,SKU006,8,0,8,1,45,0,360
ORD0003192,2026-08-11 12:00:00,LKO01,SKU007,3,0,3,1,20,0,60
ORD0003193,2026-08-11 12:00:00,LKO01,SKU008,8,0,8,1,14,0,112
ORD0003194,2026-08-11 12:00:00,LKO01,SKU009,7,4,3,1,30,120,90
ORD0003195,2026-08-11 12:00:00,LKO01,SKU010,7,0,7,1,40,0,280
ORD0003196,2026-08-11 12:00:00,LKO01,SKU011,4,4,0,0,110,440,0
ORD0003197,2026-08-11 12:00:00,LKO01,SKU012,6,6,0,0,20,120,0
ORD0003198,2026-08-11 12:00:00,LKO01,SKU013,3,3,0,0,130,390,0
ORD0003199,2026-08-11 12:00:00,LKO01,SKU014,2,2,0,0,55,110,0
ORD0003200,2026-08-11 12:00:00,LKO01,SKU015,1,1,0,0,65,65,0
ORD0003201,2026-08-11 12:00:00,LKO01,SKU017,2,2,0,0,299,598,0
ORD0003202,2026-08-11 13:00:00,LKO01,SKU001,10,0,10,1,27,0,270
ORD0003203,2026-08-11 13:00:00,LKO01,SKU003,5,0,5,1,48,0,240
ORD0003204,2026-08-11 13:00:00,LKO01,SKU004,6,0,6,1,22,0,132
ORD0003205,2026-08-11 13:00:00,LKO01,SKU005,7,0,7,1,35,0,245
ORD0003206,2026-08-11 13:00:00,LKO01,SKU006,4,0,4,1,45,0,180
ORD0003207,2026-08-11 13:00:00,LKO01,SKU007,4,0,4,1,20,0,80
ORD0003208,2026-08-11 13:00:00,LKO01,SKU008,6,0,6,1,14,0,84
ORD0003209,2026-08-11 13:00:00,LKO01,SKU009,2,0,2,1,30,0,60
ORD0003210,2026-08-11 13:00:00,LKO01,SKU010,3,0,3,1,40,0,120
ORD0003211,2026-08-11 13:00:00,LKO01,SKU011,2,2,0,0,110,220,0
ORD0003212,2026-08-11 13:00:00,LKO01,SKU012,6,6,0,0,20,120,0
ORD0003213,2026-08-11 13:00:00,LKO01,SKU013,1,1,0,0,130,130,0
ORD0003214,2026-08-11 13:00:00,LKO01,SKU014,3,3,0,0,55,165,0
ORD0003215,2026-08-11 13:00:00,LKO01,SKU015,2,2,0,0,65,130,0
ORD0003216,2026-08-11 13:00:00,LKO01,SKU016,1,1,0,0,1499,1499,0
ORD0003217,2026-08-11 14:00:00,LKO01,SKU001,9,0,9,1,27,0,243
ORD0003218,2026-08-11 14:00:00,LKO01,SKU002,2,2,0,0,58,116,0
ORD0003219,2026-08-11 14:00:00,LKO01,SKU003,3,0,3,1,48,0,144
ORD0003220,2026-08-11 14:00:00,LKO01,SKU004,5,0,5,1,22,0,110
ORD0003221,2026-08-11 14:00:00,LKO01,SKU005,5,0,5,1,35,0,175
ORD0003222,2026-08-11 14:00:00,LKO01,SKU006,2,0,2,1,45,0,90
ORD0003223,2026-08-11 14:00:00,LKO01,SKU007,7,0,7,1,20,0,140
ORD0003224,2026-08-11 14:00:00,LKO01,SKU008,9,0,9,1,14,0,126
ORD0003225,2026-08-11 14:00:00,LKO01,SKU009,2,0,2,1,30,0,60
ORD0003226,2026-08-11 14:00:00,LKO01,SKU010,4,0,4,1,40,0,160
ORD0003227,2026-08-11 14:00:00,LKO01,SKU011,2,2,0,0,110,220,0
ORD0003228,2026-08-11 14:00:00,LKO01,SKU012,4,4,0,0,20,80,0
ORD0003229,2026-08-11 14:00:00,LKO01,SKU017,1,1,0,0,299,299,0
ORD0003230,2026-08-11 15:00:00,LKO01,SKU001,4,0,4,1,27,0,108
ORD0003231,2026-08-11 15:00:00,LKO01,SKU002,5,2,3,1,58,116,174
ORD0003232,2026-08-11 15:00:00,LKO01,SKU003,3,0,3,1,48,0,144
ORD0003233,2026-08-11 15:00:00,LKO01,SKU004,4,0,4,1,22,0,88
ORD0003234,2026-08-11 15:00:00,LKO01,SKU005,4,0,4,1,35,0,140
ORD0003235,2026-08-11 15:00:00,LKO01,SKU006,8,0,8,1,45,0,360
ORD0003236,2026-08-11 15:00:00,LKO01,SKU007,2,0,2,1,20,0,40
ORD0003237,2026-08-11 15:00:00,LKO01,SKU008,3,0,3,1,14,0,42
ORD0003238,2026-08-11 15:00:00,LKO01,SKU009,2,0,2,1,30,0,60
ORD0003239,2026-08-11 15:00:00,LKO01,SKU010,3,0,3,1,40,0,120
ORD0003240,2026-08-11 15:00:00,LKO01,SKU011,2,2,0,0,110,220,0
ORD0003241,2026-08-11 15:00:00,LKO01,SKU012,4,2,2,1,20,40,40
ORD0003242,2026-08-11 15:00:00,LKO01,SKU016,1,1,0,0,1499,1499,0
ORD0003243,2026-08-11 16:00:00,LKO01,SKU001,2,0,2,1,27,0,54
ORD0003244,2026-08-11 16:00:00,LKO01,SKU002,4,0,4,1,58,0,232
ORD0003245,2026-08-11 16:00:00,LKO01,SKU003,4,0,4,1,48,0,192
ORD0003246,2026-08-11 16:00:00,LKO01,SKU004,8,0,8,1,22,0,176
ORD0003247,2026-08-11 16:00:00,LKO01,SKU005,6,0,6,1,35,0,210
ORD0003248,2026-08-11 16:00:00,LKO01,SKU006,6,0,6,1,45,0,270
ORD0003249,2026-08-11 16:00:00,LKO01,SKU007,6,0,6,1,20,0,120
ORD0003250,2026-08-11 16:00:00,LKO01,SKU008,3,0,3,1,14,0,42
ORD0003251,2026-08-11 16:00:00,LKO01,SKU009,1,0,1,1,30,0,30
ORD0003252,2026-08-11 16:00:00,LKO01,SKU010,9,0,9,1,40,0,360
ORD0003253,2026-08-11 16:00:00,LKO01,SKU011,1,1,0,0,110,110,0
ORD0003254,2026-08-11 16:00:00,LKO01,SKU012,3,0,3,1,20,0,60
ORD0003255,2026-08-11 16:00:00,LKO01,SKU013,4,4,0,0,130,520,0
ORD0003256,2026-08-11 16:00:00,LKO01,SKU015,2,2,0,0,65,130,0
ORD0003257,2026-08-11 17:00:00,LKO01,SKU001,10,0,10,1,27,0,270
ORD0003258,2026-08-11 17:00:00,LKO01,SKU002,7,0,7,1,58,0,406
ORD0003259,2026-08-11 17:00:00,LKO01,SKU003,4,0,4,1,48,0,192
ORD0003260,2026-08-11 17:00:00,LKO01,SKU004,11,0,11,1,22,0,242
ORD0003261,2026-08-11 17:00:00,LKO01,SKU005,14,0,14,1,35,0,490
ORD0003262,2026-08-11 17:00:00,LKO01,SKU006,5,0,5,1,45,0,225
ORD0003263,2026-08-11 17:00:00,LKO01,SKU007,7,0,7,1,20,0,140
ORD0003264,2026-08-11 17:00:00,LKO01,SKU008,6,0,6,1,14,0,84
ORD0003265,2026-08-11 17:00:00,LKO01,SKU009,10,0,10,1,30,0,300
ORD0003266,2026-08-11 17:00:00,LKO01,SKU010,5,0,5,1,40,0,200
ORD0003267,2026-08-11 17:00:00,LKO01,SKU011,1,1,0,0,110,110,0
ORD0003268,2026-08-11 17:00:00,LKO01,SKU012,5,0,5,1,20,0,100
ORD0003269,2026-08-11 17:00:00,LKO01,SKU013,1,1,0,0,130,130,0
ORD0003270,2026-08-11 17:00:00,LKO01,SKU014,1,1,0,0,55,55,0
ORD0003271,2026-08-11 17:00:00,LKO01,SKU017,1,1,0,0,299,299,0
ORD0003272,2026-08-11 17:00:00,LKO01,SKU018,1,1,0,0,40,40,0
ORD0003273,2026-08-11 18:00:00,LKO01,SKU001,17,0,17,1,27,0,459
ORD0003274,2026-08-11 18:00:00,LKO01,SKU002,9,0,9,1,58,0,522
ORD0003275,2026-08-11 18:00:00,LKO01,SKU003,5,0,5,1,48,0,240
ORD0003276,2026-08-11 18:00:00,LKO01,SKU004,16,0,16,1,22,0,352
ORD0003277,2026-08-11 18:00:00,LKO01,SKU005,16,0,16,1,35,0,560
ORD0003278,2026-08-11 18:00:00,LKO01,SKU006,12,0,12,1,45,0,540
ORD0003279,2026-08-11 18:00:00,LKO01,SKU007,10,0,10,1,20,0,200
ORD0003280,2026-08-11 18:00:00,LKO01,SKU008,11,0,11,1,14,0,154
ORD0003281,2026-08-11 18:00:00,LKO01,SKU009,6,0,6,1,30,0,180
ORD0003282,2026-08-11 18:00:00,LKO01,SKU010,8,0,8,1,40,0,320
ORD0003283,2026-08-11 18:00:00,LKO01,SKU011,4,4,0,0,110,440,0
ORD0003284,2026-08-11 18:00:00,LKO01,SKU012,6,0,6,1,20,0,120
ORD0003285,2026-08-11 18:00:00,LKO01,SKU014,2,2,0,0,55,110,0
ORD0003286,2026-08-11 18:00:00,LKO01,SKU015,3,3,0,0,65,195,0
ORD0003287,2026-08-11 18:00:00,LKO01,SKU016,1,1,0,0,1499,1499,0
ORD0003288,2026-08-11 18:00:00,LKO01,SKU017,2,2,0,0,299,598,0
ORD0003289,2026-08-11 19:00:00,LKO01,SKU001,20,0,20,1,27,0,540
ORD0003290,2026-08-11 19:00:00,LKO01,SKU002,3,0,3,1,58,0,174
ORD0003291,2026-08-11 19:00:00,LKO01,SKU003,7,0,7,1,48,0,336
ORD0003292,2026-08-11 19:00:00,LKO01,SKU004,13,0,13,1,22,0,286
ORD0003293,2026-08-11 19:00:00,LKO01,SKU005,9,0,9,1,35,0,315
ORD0003294,2026-08-11 19:00:00,LKO01,SKU006,21,0,21,1,45,0,945
ORD0003295,2026-08-11 19:00:00,LKO01,SKU007,7,0,7,1,20,0,140
ORD0003296,2026-08-11 19:00:00,LKO01,SKU008,15,0,15,1,14,0,210
ORD0003297,2026-08-11 19:00:00,LKO01,SKU009,11,0,11,1,30,0,330
ORD0003298,2026-08-11 19:00:00,LKO01,SKU010,11,0,11,1,40,0,440
ORD0003299,2026-08-11 19:00:00,LKO01,SKU011,4,4,0,0,110,440,0
ORD0003300,2026-08-11 19:00:00,LKO01,SKU012,10,0,10,1,20,0,200
ORD0003301,2026-08-11 19:00:00,LKO01,SKU013,2,2,0,0,130,260,0
ORD0003302,2026-08-11 19:00:00,LKO01,SKU014,3,1,2,1,55,55,110
ORD0003303,2026-08-11 19:00:00,LKO01,SKU015,6,6,0,0,65,390,0
ORD0003304,2026-08-11 19:00:00,LKO01,SKU017,5,5,0,0,299,1495,0
ORD0003305,2026-08-11 20:00:00,LKO01,SKU001,33,0,33,1,27,0,891
ORD0003306,2026-08-11 20:00:00,LKO01,SKU002,6,0,6,1,58,0,348
ORD0003307,2026-08-11 20:00:00,LKO01,SKU003,12,0,12,1,48,0,576
ORD0003308,2026-08-11 20:00:00,LKO01,SKU004,20,0,20,1,22,0,440
ORD0003309,2026-08-11 20:00:00,LKO01,SKU005,17,0,17,1,35,0,595
ORD0003310,2026-08-11 20:00:00,LKO01,SKU006,16,0,16,1,45,0,720
ORD0003311,2026-08-11 20:00:00,LKO01,SKU007,13,0,13,1,20,0,260
ORD0003312,2026-08-11 20:00:00,LKO01,SKU008,21,0,21,1,14,0,294
ORD0003313,2026-08-11 20:00:00,LKO01,SKU009,4,0,4,1,30,0,120
ORD0003314,2026-08-11 20:00:00,LKO01,SKU010,10,0,10,1,40,0,400
ORD0003315,2026-08-11 20:00:00,LKO01,SKU011,4,4,0,0,110,440,0
ORD0003316,2026-08-11 20:00:00,LKO01,SKU012,12,0,12,1,20,0,240
ORD0003317,2026-08-11 20:00:00,LKO01,SKU013,7,1,6,1,130,130,780
ORD0003318,2026-08-11 20:00:00,LKO01,SKU014,1,0,1,1,55,0,55
ORD0003319,2026-08-11 20:00:00,LKO01,SKU015,5,5,0,0,65,325,0
ORD0003320,2026-08-11 20:00:00,LKO01,SKU016,2,2,0,0,1499,2998,0
ORD0003321,2026-08-11 20:00:00,LKO01,SKU017,2,2,0,0,299,598,0
ORD0003322,2026-08-11 20:00:00,LKO01,SKU018,1,1,0,0,40,40,0
ORD0003323,2026-08-11 21:00:00,LKO01,SKU001,15,0,15,1,27,0,405
ORD0003324,2026-08-11 21:00:00,LKO01,SKU002,7,0,7,1,58,0,406
ORD0003325,2026-08-11 21:00:00,LKO01,SKU003,12,0,12,1,48,0,576
ORD0003326,2026-08-11 21:00:00,LKO01,SKU004,9,0,9,1,22,0,198
ORD0003327,2026-08-11 21:00:00,LKO01,SKU005,15,0,15,1,35,0,525
ORD0003328,2026-08-11 21:00:00,LKO01,SKU006,8,0,8,1,45,0,360
ORD0003329,2026-08-11 21:00:00,LKO01,SKU007,7,0,7,1,20,0,140
ORD0003330,2026-08-11 21:00:00,LKO01,SKU008,12,0,12,1,14,0,168
ORD0003331,2026-08-11 21:00:00,LKO01,SKU009,5,0,5,1,30,0,150
ORD0003332,2026-08-11 21:00:00,LKO01,SKU010,17,0,17,1,40,0,680
ORD0003333,2026-08-11 21:00:00,LKO01,SKU011,7,1,6,1,110,110,660
ORD0003334,2026-08-11 21:00:00,LKO01,SKU012,14,0,14,1,20,0,280
ORD0003335,2026-08-11 21:00:00,LKO01,SKU013,1,0,1,1,130,0,130
ORD0003336,2026-08-11 21:00:00,LKO01,SKU014,6,0,6,1,55,0,330
ORD0003337,2026-08-11 21:00:00,LKO01,SKU015,2,2,0,0,65,130,0
ORD0003338,2026-08-11 21:00:00,LKO01,SKU017,2,2,0,0,299,598,0
ORD0003339,2026-08-11 22:00:00,LKO01,SKU001,7,0,7,1,27,0,189
ORD0003340,2026-08-11 22:00:00,LKO01,SKU002,3,0,3,1,58,0,174
ORD0003341,2026-08-11 22:00:00,LKO01,SKU003,2,0,2,1,48,0,96
ORD0003342,2026-08-11 22:00:00,LKO01,SKU004,12,0,12,1,22,0,264
ORD0003343,2026-08-11 22:00:00,LKO01,SKU005,8,0,8,1,35,0,280
ORD0003344,2026-08-11 22:00:00,LKO01,SKU006,8,0,8,1,45,0,360
ORD0003345,2026-08-11 22:00:00,LKO01,SKU007,10,0,10,1,20,0,200
ORD0003346,2026-08-11 22:00:00,LKO01,SKU008,5,0,5,1,14,0,70
ORD0003347,2026-08-11 22:00:00,LKO01,SKU009,5,0,5,1,30,0,150
ORD0003348,2026-08-11 22:00:00,LKO01,SKU010,3,0,3,1,40,0,120
ORD0003349,2026-08-11 22:00:00,LKO01,SKU011,6,0,6,1,110,0,660
ORD0003350,2026-08-11 22:00:00,LKO01,SKU012,5,0,5,1,20,0,100
ORD0003351,2026-08-11 22:00:00,LKO01,SKU013,3,0,3,1,130,0,390
ORD0003352,2026-08-11 22:00:00,LKO01,SKU014,1,0,1,1,55,0,55
ORD0003353,2026-08-11 22:00:00,LKO01,SKU015,2,2,0,0,65,130,0
ORD0003354,2026-08-11 23:00:00,LKO01,SKU001,5,0,5,1,27,0,135
ORD0003355,2026-08-11 23:00:00,LKO01,SKU002,2,0,2,1,58,0,116
ORD0003356,2026-08-11 23:00:00,LKO01,SKU003,3,0,3,1,48,0,144
ORD0003357,2026-08-11 23:00:00,LKO01,SKU004,7,0,7,1,22,0,154
ORD0003358,2026-08-11 23:00:00,LKO01,SKU005,2,0,2,1,35,0,70
ORD0003359,2026-08-11 23:00:00,LKO01,SKU006,2,0,2,1,45,0,90
ORD0003360,2026-08-11 23:00:00,LKO01,SKU007,4,0,4,1,20,0,80
ORD0003361,2026-08-11 23:00:00,LKO01,SKU008,5,0,5,1,14,0,70
ORD0003362,2026-08-11 23:00:00,LKO01,SKU009,1,0,1,1,30,0,30
ORD0003363,2026-08-11 23:00:00,LKO01,SKU010,1,0,1,1,40,0,40
ORD0003364,2026-08-11 23:00:00,LKO01,SKU011,2,0,2,1,110,0,220
ORD0003365,2026-08-11 23:00:00,LKO01,SKU012,2,0,2,1,20,0,40
ORD0003366,2026-08-11 23:00:00,LKO01,SKU013,2,0,2,1,130,0,260
ORD0003367,2026-08-11 23:00:00,LKO01,SKU014,1,0,1,1,55,0,55
ORD0003368,2026-08-11 23:00:00,LKO01,SKU015,1,1,0,0,65,65,0
ORD0003369,2026-08-12 00:00:00,LKO01,SKU001,1,1,0,0,27,27,0
ORD0003370,2026-08-12 00:00:00,LKO01,SKU004,1,1,0,0,22,22,0
ORD0003371,2026-08-12 00:00:00,LKO01,SKU005,4,4,0,0,35,140,0
ORD0003372,2026-08-12 00:00:00,LKO01,SKU006,1,1,0,0,45,45,0
ORD0003373,2026-08-12 01:00:00,LKO01,SKU001,1,1,0,0,27,27,0
ORD0003374,2026-08-12 01:00:00,LKO01,SKU008,1,1,0,0,14,14,0
ORD0003375,2026-08-12 02:00:00,LKO01,SKU007,1,1,0,0,20,20,0
ORD0003376,2026-08-12 03:00:00,LKO01,SKU005,1,1,0,0,35,35,0
ORD0003377,2026-08-12 04:00:00,LKO01,SKU001,2,2,0,0,27,54,0
ORD0003378,2026-08-12 04:00:00,LKO01,SKU005,1,1,0,0,35,35,0
ORD0003379,2026-08-12 05:00:00,LKO01,SKU001,1,1,0,0,27,27,0
ORD0003380,2026-08-12 05:00:00,LKO01,SKU002,1,1,0,0,58,58,0
ORD0003381,2026-08-12 05:00:00,LKO01,SKU003,1,1,0,0,48,48,0
ORD0003382,2026-08-12 05:00:00,LKO01,SKU004,1,1,0,0,22,22,0
ORD0003383,2026-08-12 05:00:00,LKO01,SKU008,1,1,0,0,14,14,0
ORD0003384,2026-08-12 05:00:00,LKO01,SKU009,1,1,0,0,30,30,0
ORD0003385,2026-08-12 05:00:00,LKO01,SKU010,1,1,0,0,40,40,0
ORD0003386,2026-08-12 05:00:00,LKO01,SKU013,1,1,0,0,130,130,0
ORD0003387,2026-08-12 06:00:00,LKO01,SKU001,7,7,0,0,27,189,0
ORD0003388,2026-08-12 06:00:00,LKO01,SKU002,1,1,0,0,58,58,0
ORD0003389,2026-08-12 06:00:00,LKO01,SKU003,1,1,0,0,48,48,0
ORD0003390,2026-08-12 06:00:00,LKO01,SKU004,1,1,0,0,22,22,0
ORD0003391,2026-08-12 06:00:00,LKO01,SKU006,5,5,0,0,45,225,0
ORD0003392,2026-08-12 06:00:00,LKO01,SKU007,4,4,0,0,20,80,0
ORD0003393,2026-08-12 06:00:00,LKO01,SKU008,3,3,0,0,14,42,0
ORD0003394,2026-08-12 06:00:00,LKO01,SKU010,3,3,0,0,40,120,0
ORD0003395,2026-08-12 06:00:00,LKO01,SKU011,1,1,0,0,110,110,0
ORD0003396,2026-08-12 06:00:00,LKO01,SKU012,1,1,0,0,20,20,0
ORD0003397,2026-08-12 06:00:00,LKO01,SKU015,1,1,0,0,65,65,0
ORD0003398,2026-08-12 06:00:00,LKO01,SKU017,1,1,0,0,299,299,0
ORD0003399,2026-08-12 07:00:00,LKO01,SKU001,15,15,0,0,27,405,0
ORD0003400,2026-08-12 07:00:00,LKO01,SKU002,2,2,0,0,58,116,0
ORD0003401,2026-08-12 07:00:00,LKO01,SKU003,2,2,0,0,48,96,0
ORD0003402,2026-08-12 07:00:00,LKO01,SKU004,6,6,0,0,22,132,0
ORD0003403,2026-08-12 07:00:00,LKO01,SKU005,9,9,0,0,35,315,0
ORD0003404,2026-08-12 07:00:00,LKO01,SKU006,6,6,0,0,45,270,0
ORD0003405,2026-08-12 07:00:00,LKO01,SKU007,3,3,0,0,20,60,0
ORD0003406,2026-08-12 07:00:00,LKO01,SKU008,10,10,0,0,14,140,0
ORD0003407,2026-08-12 07:00:00,LKO01,SKU009,6,6,0,0,30,180,0
ORD0003408,2026-08-12 07:00:00,LKO01,SKU010,2,2,0,0,40,80,0
ORD0003409,2026-08-12 07:00:00,LKO01,SKU011,3,3,0,0,110,330,0
ORD0003410,2026-08-12 07:00:00,LKO01,SKU012,5,5,0,0,20,100,0
ORD0003411,2026-08-12 07:00:00,LKO01,SKU013,3,3,0,0,130,390,0
ORD0003412,2026-08-12 07:00:00,LKO01,SKU014,2,2,0,0,55,110,0
ORD0003413,2026-08-12 07:00:00,LKO01,SKU015,2,2,0,0,65,130,0
ORD0003414,2026-08-12 07:00:00,LKO01,SKU017,2,2,0,0,299,598,0
ORD0003415,2026-08-12 07:00:00,LKO01,SKU018,2,2,0,0,40,80,0
ORD0003416,2026-08-12 08:00:00,LKO01,SKU001,10,10,0,0,27,270,0
ORD0003417,2026-08-12 08:00:00,LKO01,SKU002,6,6,0,0,58,348,0
ORD0003418,2026-08-12 08:00:00,LKO01,SKU003,3,3,0,0,48,144,0
ORD0003419,2026-08-12 08:00:00,LKO01,SKU004,9,9,0,0,22,198,0
ORD0003420,2026-08-12 08:00:00,LKO01,SKU005,7,4,3,1,35,140,105
ORD0003421,2026-08-12 08:00:00,LKO01,SKU006,4,4,0,0,45,180,0
ORD0003422,2026-08-12 08:00:00,LKO01,SKU007,5,5,0,0,20,100,0
ORD0003423,2026-08-12 08:00:00,LKO01,SKU008,7,7,0,0,14,98,0
ORD0003424,2026-08-12 08:00:00,LKO01,SKU009,5,5,0,0,30,150,0
ORD0003425,2026-08-12 08:00:00,LKO01,SKU010,12,12,0,0,40,480,0
ORD0003426,2026-08-12 08:00:00,LKO01,SKU011,5,5,0,0,110,550,0
ORD0003427,2026-08-12 08:00:00,LKO01,SKU012,3,3,0,0,20,60,0
ORD0003428,2026-08-12 08:00:00,LKO01,SKU014,7,7,0,0,55,385,0
ORD0003429,2026-08-12 08:00:00,LKO01,SKU015,1,1,0,0,65,65,0
ORD0003430,2026-08-12 08:00:00,LKO01,SKU017,2,2,0,0,299,598,0
ORD0003431,2026-08-12 08:00:00,LKO01,SKU018,1,1,0,0,40,40,0
